entry_date,exit_date,position,entry_price,exit_price,position_size,pnl,balance,return_pct,close_reason
4312,4313,long,1728.36,1743.06,1.1571663310884308,17.010345066999985,517.010345067,3.402069013399997,signal_change
4313,4316,short,1743.06,1743.46,1.1864430256376717,-0.47457721025517663,516.5357678567449,-0.09491544205103532,signal_change
4316,4317,long,1743.46,1732.34,1.1850820044205084,-13.178111889156192,503.3576559675887,-2.6356223778312384,signal_change
4317,4320,short,1732.34,1763.5,1.1622606554546768,-36.21604202396782,467.1416139436209,-7.243208404793565,signal_change
4320,4321,long,1763.5,1776.67,1.0595783701584822,13.954647134987288,481.09626107860817,2.790929426997458,signal_change
4321,4324,short,1776.67,1793.92,1.08314151998651,-18.6841912197673,462.4120698588409,-3.73683824395346,signal_change
4324,4325,long,1793.92,1784.36,1.0310650861996986,-9.856982224069299,452.55508763477155,-1.9713964448138597,signal_change
4325,4326,short,1784.36,1776.48,1.0144927876320284,7.994203166540265,460.5492908013118,1.598840633308053,signal_change
4326,4327,long,1776.48,1781.39,1.036992909126614,5.09163518381176,465.6409259851236,1.018327036762352,signal_change
4327,4330,short,1781.39,1772.28,1.0455676207571023,9.525121025097336,475.16604701022095,1.9050242050194672,signal_change
4330,4331,long,1772.28,1768.97,1.0724401268653283,-3.5497768199241784,471.61627019029675,-0.7099553639848356,signal_change
4331,4332,short,1768.97,1793.04,1.0664200527771455,-25.668730670345823,445.9475395199509,-5.133746134069165,signal_change
4332,4334,long,1793.04,1787.66,0.9948412517734148,-5.3522459345408535,440.59529358541005,-1.0704491869081707,signal_change
4334,4335,short,1787.66,1815.22,0.9858592653757652,-27.17028135375603,413.425012231654,-5.434056270751206,signal_change
4335,4336,long,1815.22,1830.85,0.9110190769860492,14.23922817329184,427.6642404049459,2.847845634658368,signal_change
4336,4339,short,1830.85,1816.11,0.9343512366495254,13.77233722821401,441.43657763315986,2.7544674456428018,signal_change
4339,4340,long,1816.11,1826.93,0.972268370601252,10.519943769905705,451.95652140306555,2.1039887539811413,signal_change
4340,4342,short,1826.93,1866.65,0.9895431601715786,-39.30465432201513,412.6518670810504,-7.860930864403026,stop_loss
4343,4349,short,1869.64,1896.5,0.8828477505424581,-23.71329057957034,388.93857650148004,-4.742658115914068,signal_change
4349,4351,long,1896.5,1903.18,0.8203291885082626,5.479798979235247,394.41837548071527,1.0959597958470495,signal_change
4351,4353,short,1903.18,1899.87,0.828967045640907,2.743880921071545,397.1622564017868,0.5487761842143091,signal_change
4353,4354,long,1899.87,1908.66,0.8361882789912717,7.350094972333437,404.51235137412027,1.4700189944666875,signal_change
4354,4355,short,1908.66,1870.7,0.8477410358557737,32.1802497210852,436.6926010952055,6.43604994421704,signal_change
4355,4356,long,1870.7,1891.51,0.9337522875826278,19.431385104594433,456.1239861997999,3.8862770209188864,signal_change
4356,4358,short,1891.51,1893.06,0.9645711335383897,-1.4950852569844604,454.62890094281545,-0.29901705139689205,signal_change
4358,4359,long,1893.06,1888.89,0.96062227492592,-4.005794886440937,450.6231060563745,-0.8011589772881874,signal_change
4359,4360,short,1888.89,1899.64,0.9542601338487144,-10.25829643887368,440.36480961750084,-2.051659287774736,signal_change
4360,4361,long,1899.64,1876.16,0.9272595009949272,-21.77205308336091,418.59275653413994,-4.354410616672181,signal_change
4361,4362,short,1876.16,1866.31,0.8924457541662544,8.790590678537729,427.3833472126777,1.7581181357075457,signal_change
4362,4363,long,1866.31,1858.89,0.9159964790687029,-6.796693874689633,420.586653337988,-1.3593387749379264,signal_change
4363,4364,short,1858.89,1810.21,0.9050275236038453,44.056739849035246,464.64339318702326,8.81134796980705,signal_change
4364,4365,long,1810.21,1772.78,1.0267171061634246,-38.43002128369705,426.2133719033262,-7.686004256739411,stop_loss
4366,4367,long,1764.52,1783.25,0.9661854145112014,18.09665281379482,444.31002471712105,3.6193305627589636,signal_change
4367,4369,short,1783.25,1778.4,0.9966298044965566,4.833654551808209,449.14367926892925,0.9667309103616418,signal_change
4369,4372,long,1778.4,1779.03,1.0102197014595797,0.6364384119194159,449.78011768084866,0.12728768238388316,signal_change
4372,4373,short,1779.03,1761.08,1.011292935320593,18.15270818900469,467.93282586985333,3.6305416378009383,signal_change
4373,4374,long,1761.08,1769.65,1.0628315031000373,9.108465981567495,477.04129185142085,1.821693196313499,signal_change
4374,4375,short,1769.65,1776.52,1.0782726343659388,-7.4077329980938815,469.633558853327,-1.4815465996187762,signal_change
4375,4376,long,1776.52,1787.33,1.0574236346414945,11.430749490474499,481.0643083438015,2.2861498980948998,signal_change
4376,4383,short,1787.33,1807.14,1.0766099340218125,-21.32764279297229,459.7366655508292,-4.2655285585944585,signal_change
4383,4385,long,1807.14,1829.45,1.0176005523663452,22.7026683232931,482.43933387412227,4.54053366465862,signal_change
4385,4388,short,1829.45,1810.24,1.0548292303678644,20.263269515366712,502.70260338948896,4.052653903073343,signal_change
4388,4389,long,1810.24,1803.42,1.110797691774547,-7.57564025790234,495.1269631315866,-1.515128051580468,signal_change
4389,4401,short,1803.42,1763.18,1.098195568711862,44.191389684965344,539.318352816552,8.83827793699307,signal_change
4401,4402,long,1763.18,1729.58,1.2235128638404518,-41.11003222503935,498.20832059151263,-8.22200644500787,signal_change
4402,4403,short,1729.58,1728.74,1.1522064792412323,0.9678534425625407,499.1761740340752,0.19357068851250814,signal_change
4403,4405,long,1728.74,1752.86,1.155005782324873,27.858739469675807,527.034913503751,5.571747893935162,signal_change
4405,4412,short,1752.86,1805.18,1.2026856988093768,-62.924515761706786,464.1103977420442,-12.584903152341356,stop_loss
4413,4423,short,1802.83,1793.92,1.0297374633039036,9.174960798037631,473.2853585400818,1.8349921596075265,signal_change
4423,4425,long,1793.92,1794.36,1.055309843337678,0.46433633106839595,473.7496948711502,0.09286726621367919,signal_change
4425,4426,short,1794.36,1787.81,1.0560861697120985,6.917364411614198,480.6670592827644,1.3834728823228397,signal_change
4426,4427,long,1787.81,1793.37,1.0754320856976176,5.9794023964786955,486.6464616792431,1.1958804792957392,signal_change
4427,4430,short,1793.37,1752.72,1.085434598948891,44.12291644727227,530.7693781265153,8.824583289454454,signal_change
4430,4432,long,1752.72,1764.82,1.2113044368216608,14.656783685541985,545.4261618120573,2.931356737108397,signal_change
4432,4434,short,1764.82,1767.99,1.2362193579221843,-3.918815364613414,541.5073464474439,-0.7837630729226828,signal_change
4434,4438,long,1767.99,1733.53,1.2251366725998312,-42.21820973779023,499.28913670965363,-8.443641947558046,signal_change
4438,4439,short,1733.53,1726.46,1.1520749838991045,8.145170136166595,507.43430684582023,1.629034027233319,signal_change
4439,4441,long,1726.46,1760.15,1.1756642073278738,39.60812714487613,547.0424339906964,7.921625428975227,signal_change
4441,4442,short,1760.15,1769.35,1.2431723068845186,-11.437185223337346,535.6052487673591,-2.287437044667469,signal_change
4442,4443,long,1769.35,1759.87,1.2108520050128218,-11.478877007521573,524.1263717598375,-2.2957754015043146,signal_change
4443,4444,short,1759.87,1762.87,1.1912842920439295,-3.573852876131789,520.5525188837057,-0.7147705752263578,signal_change
4444,4445,long,1762.87,1754.91,1.1811478302624827,-9.401936728889137,511.15058215481656,-1.8803873457778273,signal_change
4445,4448,short,1754.91,1760.19,1.1650753193151022,-6.151597685983709,504.9989844688329,-1.230319537196742,signal_change
4448,4450,long,1760.19,1795.92,1.1476010759493758,41.00378644367121,546.002770912504,8.200757288734243,signal_change
4450,4451,short,1795.92,1767.42,1.2160959751269633,34.65873529111846,580.6615062036225,6.931747058223692,signal_change
4451,4452,long,1767.42,1764.53,1.3141449258322808,-3.797878835655423,576.8636273679671,-0.7595757671310847,signal_change
4452,4456,short,1764.53,1792.67,1.3076878882602554,-36.79833717564372,540.0652901923233,-7.359667435128743,signal_change
4456,4457,long,1792.67,1807.43,1.2050523301942317,17.786572393666848,557.8518625859901,3.55731447873337,signal_change
4457,4458,short,1807.43,1793.0,1.2345747555058622,17.81491372194967,575.6667763079398,3.5629827443899336,signal_change
4458,4459,long,1793.0,1796.89,1.2842538233305965,4.995747372756148,580.6625236806959,0.9991494745512296,signal_change
4459,4461,short,1796.89,1782.98,1.2925944797526747,17.97998921335981,598.6425128940557,3.595997842671962,signal_change
4461,4462,long,1782.98,1793.2,1.343015654452783,13.725619988507479,612.3681328825631,2.7451239977014956,signal_change
4462,4464,short,1793.2,1769.89,1.3659784360530072,31.840957344395527,644.2090902269587,6.368191468879106,signal_change
4464,4465,long,1769.89,1791.71,1.455930233465263,31.76839769421195,675.9774879211706,6.35367953884239,signal_change
4465,4466,short,1791.71,1817.84,1.509122543092734,-39.43337205101295,636.5441158701576,-7.88667441020259,signal_change
4466,4467,long,1817.84,1824.14,1.4006603790656111,8.824160388113604,645.3682762582712,1.7648320776227209,signal_change
4467,4469,short,1824.14,1848.97,1.4151726868733128,-35.13873781506425,610.2295384432069,-7.027747563012851,signal_change
4469,4470,long,1848.97,1861.77,1.320150220810953,16.89792282638014,627.1274612695871,3.3795845652760272,signal_change
4470,4476,short,1861.77,1845.7,1.347379023766818,21.652380911932678,648.7798421815198,4.330476182386535,signal_change
4476,4477,long,1845.7,1804.77,1.4060353084066095,-57.54902517308261,591.2308170084373,-11.509805034616523,stop_loss
4478,4479,short,1789.28,1788.64,1.32171782394804,0.8458994073265773,592.0767164157638,0.16917988146531546,signal_change
4479,4480,long,1788.64,1788.42,1.3240824680556484,-0.2912981429722788,591.7854182727915,-0.05825962859445576,signal_change
4480,4482,short,1788.42,1784.96,1.3235938275635286,4.579634643369857,596.3650529161614,0.9159269286739715,signal_change
4482,4486,long,1784.96,1783.88,1.3364222232793146,-1.4433360011415626,594.9217169150198,-0.28866720022831255,signal_change
4486,4489,short,1783.88,1782.49,1.3339949254770944,1.8542529464132949,596.7759698614332,0.37085058928265896,signal_change
4489,4490,long,1782.49,1775.13,1.3391962251938203,-9.856484217426384,586.9194856440067,-1.971296843485277,signal_change
4490,4494,short,1775.13,1777.09,1.3225385986243412,-2.5921756533034563,584.3273099907033,-0.5184351306606912,signal_change
4494,4497,long,1777.09,1790.3,1.3152452829979422,17.374390188402863,601.7017001791062,3.4748780376805724,signal_change
4497,4498,short,1790.3,1788.63,1.3443594932226022,2.245080353681538,603.9467805327877,0.4490160707363076,signal_change
4498,4499,long,1788.63,1803.54,1.3506354707967274,20.137974869579008,624.0847554023667,4.027594973915802,signal_change
4499,4502,short,1803.54,1806.13,1.3841328840000593,-3.5849041695603545,620.4998512328063,-0.7169808339120709,signal_change
4502,4503,long,1806.13,1803.9,1.3742086145134764,-3.0644852103650777,617.4353660224413,-0.6128970420730155,signal_change
4503,4506,short,1803.9,1801.2,1.369112181434539,3.6966028898733176,621.1319689123146,0.7393205779746636,signal_change
4506,4507,long,1801.2,1814.36,1.379373681795058,18.152557652422765,639.2845265647373,3.630511530484553,signal_change
4507,4508,short,1814.36,1810.53,1.4093884930548235,5.3979579283998715,644.6824844931372,1.0795915856799743,signal_change
4508,4510,long,1810.53,1796.3,1.4242956139763212,-20.267726586883075,624.4147579062541,-4.053545317376615,signal_change
4510,4512,short,1796.3,1821.43,1.3904464909118834,-34.94192031661578,589.4728375896383,-6.9883840633231555,signal_change
4512,4513,long,1821.43,1826.14,1.2945275691948377,6.0972248509077325,595.570062440546,1.2194449701815464,signal_change
4513,4518,short,1826.14,1840.63,1.3045441476350028,-18.902844699231203,576.6672177413149,-3.7805689398462405,signal_change
4518,4520,long,1840.63,1834.63,1.2531953032196907,-7.519171819318145,569.1480459219968,-1.5038343638636291,signal_change
4520,4523,short,1834.63,1818.84,1.2408999000822982,19.593809422299728,588.7418553442965,3.918761884459945,signal_change
4523,4526,long,1818.84,1796.88,1.2947633774148282,-28.43300376802938,560.3088515762671,-5.686600753605877,signal_change
4526,4529,short,1796.88,1804.88,1.247292755389936,-9.97834204311949,550.3305095331476,-1.995668408623898,signal_change
4529,4530,long,1804.88,1807.84,1.2196500809652666,3.6101642396569567,553.9406737728045,0.7220328479313913,signal_change
4530,4534,short,1807.84,1826.75,1.2256409278980542,-23.1768699465523,530.7638038262522,-4.635373989310461,signal_change
4534,4535,long,1826.75,1858.98,1.1622034844970626,37.457818305340346,568.2216221315925,7.49156366106807,signal_change
4535,4539,short,1858.98,1898.25,1.2226524699170351,-48.01356249364195,520.2080596379506,-9.60271249872839,stop_loss
4540,4544,short,1897.34,1903.77,1.0967102567551426,-7.051846950935636,513.1562126870149,-1.4103693901871273,signal_change
4544,4545,long,1903.77,1888.25,1.0781895138320594,-16.73350125467354,496.4227114323413,-3.346700250934708,signal_change
4545,4546,short,1888.25,1908.26,1.0516037843131816,-21.042591724106753,475.3801197082346,-4.208518344821351,signal_change
4546,4547,long,1908.26,1945.17,0.9964682374691805,36.77964264498754,512.1597623532222,7.355928528997508,signal_change
4547,4550,short,1945.17,1969.74,1.0531928054683592,-25.876947230357523,486.28281512286463,-5.175389446071504,signal_change
4550,4551,long,1969.74,1997.24,0.9875066051821351,27.156431642508714,513.4392467653734,5.431286328501743,signal_change
4551,4552,short,1997.24,2050.15,1.0282975441416622,-54.407223060535436,459.0320237048379,-10.881444612107087,stop_loss
4553,4556,short,1992.39,1951.44,0.9215706236325978,37.738317037754925,496.77034074259285,7.547663407550985,signal_change
4556,4558,long,1951.44,1924.83,1.0182641346750971,-27.096008623704464,469.6743321188884,-5.419201724740893,signal_change
4558,4562,short,1924.83,1921.53,0.976032859252793,3.220908435534173,472.89524055442257,0.6441816871068345,signal_change
4562,4563,long,1921.53,1944.86,0.9844139629449921,22.966377755506592,495.86161830992916,4.593275551101319,signal_change
4563,4566,short,1944.86,1921.82,1.0198402318108843,23.49711894092274,519.3587372508518,4.699423788184548,signal_change
4566,4567,long,1921.82,1919.31,1.0809726972366858,-2.7132414700640712,516.6454957807878,-0.5426482940128142,signal_change
4567,4569,short,1919.31,1936.88,1.0767317333433115,-18.918176554842162,497.7273192259456,-3.7836353109684326,signal_change
4569,4570,long,1936.88,1924.09,1.0278950048034894,-13.146777111436828,484.5805421145088,-2.629355422287366,signal_change
4570,4572,short,1924.09,1923.62,1.007396830947635,0.473476510545416,485.0540186250542,0.09469530210908321,signal_change
4572,4573,long,1923.62,1925.61,1.0086275223278074,2.007168769432346,487.0611873944865,0.40143375388646924,signal_change
4573,4577,short,1925.61,1966.38,1.0117545866390112,-41.249234497272695,445.8119528972138,-8.249846899454539,stop_loss
4578,4583,short,1977.76,1951.74,0.9016502566483574,23.460939677990243,469.2728925752041,4.6921879355980485,signal_change
4583,4584,long,1951.74,1931.91,0.961752882197842,-19.07155965398314,450.20133292122097,-3.8143119307966282,signal_change
4584,4585,short,1931.91,1897.67,0.9321372795238309,31.916380450895975,482.11771337211695,6.383276090179195,signal_change
4585,4586,long,1897.67,1906.14,1.0162308797043047,8.607475551095488,490.72518892321244,1.7214951102190976,signal_change
4586,4590,short,1906.14,1863.21,1.0297778524624897,44.20836320621475,534.9335521294272,8.84167264124295,signal_change
4590,4592,long,1863.21,1881.75,1.1484127975470875,21.29157326652296,556.2251253959502,4.258314653304592,signal_change
4592,4593,short,1881.75,1877.2,1.1823571152298662,5.379724874295837,561.604850270246,1.0759449748591674,signal_change
4593,4594,long,1877.2,1882.37,1.1966862353936627,6.186867836985051,567.791718107231,1.2373735673970103,signal_change
4594,4595,short,1882.37,1854.13,1.206546466650512,34.07287221821019,601.8645903254412,6.814574443642038,signal_change
4595,4597,long,1854.13,1852.3,1.2984301862877816,-2.3761272409068415,599.4884630845344,-0.47522544818136825,signal_change
4597,4598,short,1852.3,1821.94,1.2945817914690587,39.303503189000494,638.7919662735349,7.8607006378000985,signal_change
4598,4602,long,1821.94,1817.35,1.402443475138665,-6.437215550886675,632.3547507226482,-1.2874431101773351,signal_change
4602,4603,short,1817.35,1841.17,1.3918172079624689,-33.15308589366624,599.201664828982,-6.630617178733248,signal_change
4603,4604,long,1841.17,1845.71,1.3017845496700076,5.910101855501786,605.1117666844838,1.1820203711003572,signal_change
4604,4605,short,1845.71,1853.6,1.3113907746817945,-10.346873212239192,594.7648934722446,-2.0693746424478388,signal_change
4605,4606,long,1853.6,1866.14,1.2834805642473988,16.09484627566263,610.8597397479072,3.2189692551325253,signal_change
4606,4611,short,1866.14,1838.26,1.3093545816453367,36.504805736272125,647.3645454841793,7.300961147254426,signal_change
4611,4612,long,1838.26,1846.64,1.40864631876705,11.804456151268033,659.1690016354473,2.3608912302536065,signal_change
4612,4620,short,1846.64,1819.11,1.427823510019164,39.30798123082787,698.4769828662752,7.861596246165574,signal_change
4620,4623,long,1819.11,1856.47,1.535865303068589,57.37992772264268,755.8569105889179,11.475985544528536,signal_change
4623,4624,short,1856.47,1840.39,1.6285895502516452,26.187719968046334,782.0446305569642,5.237543993609267,signal_change
4624,4625,long,1840.39,1838.41,1.699736752659956,-3.3654787702667437,778.6791517866975,-0.6730957540533486,signal_change
4625,4627,short,1838.41,1838.32,1.6942448132608015,0.15248203319371867,778.8316338198912,0.030496406638743735,signal_change
4627,4629,long,1838.32,1827.42,1.6946595452802367,-18.47178904355435,760.3598447763368,-3.69435780871087,signal_change
4629,4632,short,1827.42,1818.25,1.6643351715015415,15.261953522669259,775.6217982990061,3.0523907045338516,signal_change
4632,4635,long,1818.25,1807.9,1.7063039698589437,-17.660246088039912,757.9615522109661,-3.5320492176079825,signal_change
4635,4636,short,1807.9,1764.58,1.6769988433231178,72.64758989275774,830.6091421037239,14.529517978551548,signal_change
4636,4637,long,1764.58,1739.08,1.8828483652851646,-48.0126333147717,782.5965087889522,-9.60252666295434,signal_change
4637,4639,short,1739.08,1742.45,1.800024170915547,-6.066081455985605,776.5304273329666,-1.2132162911971212,signal_change
4639,4640,long,1742.45,1734.02,1.7826174118808955,-15.027464782156063,761.5029625508106,-3.0054929564312127,signal_change
4640,4641,short,1734.02,1726.09,1.7566186377338453,13.929985797229506,775.4329483480401,2.785997159445901,signal_change
4641,4643,long,1726.09,1709.72,1.7969699108344064,-29.416397440359038,746.0165509076811,-5.883279488071808,signal_change
4643,4645,short,1709.72,1708.99,1.7453537442567932,1.2741082333074907,747.2906591409886,0.25482164666149815,signal_change
4645,4646,long,1708.99,1711.56,1.749081408647186,4.495139220223156,751.7857983612117,0.8990278440446312,signal_change
4646,4648,short,1711.56,1718.2,1.7569604299264103,-11.66621725471154,740.1195811065002,-2.333243450942308,signal_change
4648,4651,long,1718.2,1717.2,1.7230114797031781,-1.723011479703178,738.396569626797,-0.3446022959406356,signal_change
4651,4653,short,1717.2,1755.83,1.7200013268735082,-66.44365125712342,671.9529183696736,-13.288730251424685,stop_loss
4654,4658,short,1766.0,1791.13,1.5219771650502234,-38.24728615771228,633.7056322119613,-7.649457231542456,signal_change
4658,4659,long,1791.13,1775.42,1.4152085715988483,-22.23292665981796,611.4727055521433,-4.446585331963592,signal_change
4659,4660,short,1775.42,1788.98,1.3776406834487465,-18.680807667564924,592.7918978845784,-3.736161533512985,signal_change
4660,4661,long,1788.98,1794.31,1.325429905051098,7.064541393922257,599.8564392785006,1.4129082787844514,signal_change
